gene	DTL	Interstitial	Immune	ATL/TAL	EC	PC	PT	TAL	IC	CNT	DCT	PEC	POD
NTRK3	0.011091847	0.904474735	0.001632285	0.022031734	0.007844744	0.004000729	0.011040072	0.002260428	0.001635736	0.003107452	0.001694488	0.126705684	0.019369259
SLC3A1	0.914924094	0.258236617	0.058783265	1.134426736	0.079078239	0.610458422	1.702436116	1.300015972	0.569043199	0.890923481	1.128636465	0.68132766	0.102834988
ACAA1	0.531208001	0.326885625	0.523568751	0.542068305	0.321268131	0.533633742	1.409733086	0.604149481	0.442857871	0.476040465	0.570583675	0.424257054	0.41589788
FN1	0.038385775	1.508037497	0.879665539	0.07309633	2.187867216	0.022045386	0.140428295	0.021891333	0.021928605	0.025836942	0.011666421	1.186675213	0.085031247
IRX3	1.056103858	0.112865135	0.005490103	0.247895102	0.723840085	0.028230309	0.216935166	0.081723578	0.003321812	0.016868756	0.014113783	0.135331652	0.007986749
WIPF3	0.096612749	0.074537619	0.002655334	0.050254545	0.037603649	0.009901027	0.035192237	0.038528614	0.01855671	0.008305616	0.01740726	0.113063095	0.921065186
JUN	1.172183115	1.62750427	2.168215509	1.355020313	1.417111479	1.652090416	1.033644087	1.028916759	1.425955775	1.476502314	1.01292494	1.380697126	1.325654926
USP46	0.215076465	0.181309873	0.078295345	0.188495857	0.176498665	0.185348224	0.150298017	0.175378603	0.065604682	0.178175853	0.158724202	0.264164775	1.042430098
FMO1	0.049923824	0.024296352	0.015357562	0.014645702	0.01938642	0.033213542	0.908748603	0.015065041	0.013201626	0.017481893	0.017958118	0.0386238	0.002795325
RNF144B	1.199356498	0.089028307	0.234140073	0.568844283	0.577495618	0.263909793	0.35124348	0.209935177	0.171090549	0.29630306	0.123197003	0.733642859	0.099083465
EMX1	0.076092111	0.09471062	0.025743086	0.07500451	0.020934958	1.278540238	0.251877871	0.178655848	0.449617857	1.292862098	1.497712476	0.140893527	0.09454634
RALBP1	0.519132454	0.510864901	0.392469809	0.610604686	0.481591069	1.463729139	0.458242542	0.463612296	0.711723421	1.422273555	0.675045355	0.559500473	0.710876281
KLHL31	0.007899661	0	0.00210611	0.008198975	0.00018034	0.006939176	0.005347138	0.006776548	0.001647513	0.003868542	0.011437578	0.002492797	0
FILIP1L	0.092130304	0.989387629	0.111021555	0.084757145	0.340050331	0.024214716	0.119497254	0.051463423	0.013683963	0.111388883	0.044739052	0.444806784	0.069154442
NQO2	0.302349563	0.39662965	0.278000919	0.290099571	0.274869386	0.286174188	1.216066647	0.388093989	0.362661651	0.340663048	0.457989193	0.2488148	0.216201662
KLHL23	0.103890005	0.94260494	0.010794878	0.042651396	0.032265041	0.040797894	0.124046469	0.021172159	0.12394425	0.027620993	0.023846023	0.097129452	0.111552889
PTPRM	0.280254619	0.155363619	0.035268744	0.23912265	1.068641051	0.183731544	0.279735548	0.196647559	0.064504431	0.192351214	0.100444198	0.190673523	0.160263873
SLC7A8	0.059484114	0.138568922	0.063068598	0.2032329	0.037729355	0.31578469	1.132356068	0.346860823	0.149854832	0.448030277	0.540632725	0.071849004	1.138424878
ADAMTS6	0.027701013	0.201489917	0.056475858	0.017742902	0.904488704	0.011529594	0.006881503	0.007166796	0.006003305	0.011252073	0.004564525	0.025704294	0.00530003
APOM	0.087606717	0.054366666	0.044147087	0.080463746	0.038671411	0.096470649	0.95687081	0.08919846	0.102569052	0.075786319	0.095677579	0.13872683	0.028952175
SMIM22	0.084845421	0.073718551	0.012305158	0.461785615	0.015484404	1.103979799	0.112323619	0.102895217	0.687880926	0.889814158	0.104239965	0.012506655	0.024394183
MSRB3	0.034146115	0.924396653	0.00949836	0.028917353	0.287149351	0.007057793	0.031600504	0.012790275	0.001686877	0.005830624	0.004894796	0.295253703	0.909912228
CRIP2	0.843229634	1.851992741	0.108469325	1.285889229	2.193805194	0.911356788	0.686836563	0.921063684	0.245258021	0.873920007	0.775693361	1.271142953	1.52320163
DNPH1	1.084259228	0.524848316	0.507273051	1.009493533	0.25471348	0.930366894	1.698302299	0.931395442	0.880667402	0.973369375	1.046078527	1.00917835	0.659350347
GSN	0.5698718	1.788857843	0.554356505	1.058018569	2.364534854	0.555922451	0.409739975	0.618665249	0.659510962	0.707977077	0.747790718	0.796723141	1.540919229
ITGA5	0.025791963	0.127689818	0.157799599	0.028730289	0.920501478	0.013563139	0.027647464	0.006887618	0.006995736	0.019735981	0.010967682	0.049307439	0.017244252
ITGB1	1.336346975	2.094536064	0.984405112	1.73610882	2.113294907	1.168922869	0.973274736	0.882672637	0.839331404	1.385662139	0.890166671	1.63503054	2.099001027
TGFBR3	0.093269168	0.257822434	0.14788735	0.103174239	1.034081031	0.116524486	0.242405047	0.079772801	0.029654047	0.055934248	0.017164268	0.288087708	2.40166299
ITGA11	0.00735226	0.171812437	0.002768942	0.005624197	0.004757689	0.001884032	0.021078869	0.003572918	0.000329169	0.001055783	0.001250907	0.363521371	0.003442415
SLC7A7	0.029945132	0.023714209	0.31051616	0.016028278	0.053187178	0.030809977	0.952931325	0.012882971	0.017538162	0.011488525	0.021386179	0.053403055	0.007670631
TACSTD2	2.100901508	0.397505956	0.068926608	2.118478195	0.164830326	2.047297072	0.683518914	1.142331957	1.065149331	1.949738427	1.092740318	1.139410464	0.088172944
CXCL14	1.35260372	0.933430172	0.093701492	2.298790279	0.134814549	0.291802277	2.225569507	1.65980209	0.245372975	0.434894475	1.22656005	0.600187807	2.109300546
COL12A1	0.050189512	0.927383435	0.003009381	0.022165428	0.054953881	0.064170825	0.116350935	0.01802435	0.027139672	0.102919653	0.10797688	0.468210096	0.044599064
PPP1R12A	0.448879986	1.238045369	0.48629573	0.374608307	0.617361816	0.378116298	0.282888931	0.32057626	0.226091117	0.355135063	0.310802971	0.486762705	0.428657899
SLC16A7	0.328942813	0.297736514	0.243888448	0.477331702	0.14453591	0.514156423	0.086898067	1.261274707	0.74932995	0.778779026	0.993363905	0.241934151	0.118111958
TSPAN7	0.049177459	0.204649049	0.013910039	0.159833516	1.126455268	0.330312417	0.058525495	0.365136249	0.850269885	0.295654253	0.505617826	0.025969289	0.204091487
GLIPR1	0.036688986	0.198796949	0.897635817	0.032313869	0.016340014	0.01288131	0.052566752	0.014791517	0.009458383	0.012052886	0.011832188	0.165581318	0.027128433
MAP3K20	0.096312018	0.917356821	0.077119515	0.026482324	0.216571593	0.032120901	0.033854497	0.007360527	0.076086595	0.034045835	0.019898914	0.14351384	0.380693454
AKR7A3	0.067955837	0.051038032	0.019697547	0.07128946	0.032163806	0.084507776	0.971088194	0.188725826	0.053269269	0.133333774	0.3577349	0.049133253	0.005074443
PARP14	0.577169117	0.407647029	0.620093648	0.458180095	1.262470693	0.390392178	0.384167186	0.258038624	0.275703973	0.370837785	0.22525426	0.556155283	0.449544278
RPL23A	2.301015183	2.228201981	2.873359612	2.039179521	1.900637931	1.819951897	2.135957588	1.877794753	2.258164168	1.870045581	1.878922361	2.181075	1.68142252
MYL12A	1.616842718	1.716723221	2.448681922	1.832740994	2.264021183	1.544065497	1.584414241	1.110738429	1.433376124	1.510911461	1.204708822	2.0369663	2.175981151
CPVL	1.660729125	0.185098298	0.821919274	1.251602468	0.100269918	1.252492299	0.455788997	0.94396083	0.385140105	1.093736566	0.629048534	0.58043178	0.088016854
GIPC2	0.09691563	0.068030036	0.014127002	0.053868368	0.194365484	0.091273093	0.942609857	0.083333648	0.140556523	0.096228277	0.122112898	0.146840989	0.02720604
QPRT	0.168131718	0.125312395	0.095860957	0.155635198	0.03111783	0.560712426	1.093840773	0.16657066	0.214727489	0.498765621	0.21352169	0.188612962	0.484422195
RPS10	2.019646317	2.017602834	2.827244542	1.896700252	1.754840949	1.920571251	2.074377083	1.722441145	2.537235698	1.932592624	1.797983707	2.185446233	1.586637148
SPTBN2	0.062979432	0.068257114	0.006812701	0.127042098	0.012769881	1.011595512	0.035944415	0.128988473	0.568879626	0.704712915	0.265415434	0.038238754	0.02991711
ISG20	0.033397814	0.057873157	0.902121942	0.040614134	0.224930014	0.019278422	0.054688322	0.006542862	0.031797299	0.01847724	0.009625529	0.045736988	0.047016409
GPD1	0.011359711	0.029153093	0.009785457	0.024730713	0.020428959	0.030318181	0.875080437	0.02629982	0.00948663	0.020963024	0.026330961	0.083379731	0.197840671
TMPRSS4	0.138542894	0.02305037	0.007688884	0.919451687	0.006109211	0.049505283	0.027024418	0.204295589	0.018566989	0.077536325	0.103424709	0	0.013160768
CLCNKB	0.2064703	0.291912272	0.066356678	1.029849408	0.078603163	0.970266702	0.072475293	1.650832485	1.795878294	1.271395257	1.87587144	0.086238856	0.17496014
SLC22A6	0.015687109	0.009416453	0.012907995	0.011674704	0.023975672	0.031246401	0.866906983	0.009886827	0.009038466	0.011896509	0.018333927	0.031428335	0.003368844
PGF	0.018299063	0.857879456	0.000982102	0.003000805	0.056261392	0.001985613	0.005868406	0.002572227	0.001871757	0.006044491	0.000867768	0.000593888	0.056266029
PPP1R16A	0.435686091	0.309398342	0.095854679	0.352060233	0.144114274	0.404270625	1.190468521	0.466048665	0.38122688	0.377606762	0.463676269	0.568773906	0.402456499
FSCN1	0.165343355	0.043763198	0.118697813	0.07581231	0.913281232	0.010824974	0.078041554	0.025641683	0.021173805	0.041038193	0.045249274	0.450766871	0.155375083
WTIP	0.24778996	0.984675799	0.010033736	0.184572814	0.224896419	0.195407453	0.082322193	0.151693803	0.10105351	0.23072294	0.187816001	0.312431876	0.253087106
FAM107A	0.086328703	0.13343542	0.009300074	0.37782395	1.034680342	0.320193289	0.080836308	0.12180978	0.189137401	0.529998428	0.418530181	0.116356385	0.058082561
GATA3-AS1	0.015437809	0.251862994	0.017916511	0.03350717	0.014324196	0.987598646	0.012382627	0.079130686	0.250478771	0.827962136	0.502944883	0.014260565	0.083173284
CTSD	1.599521432	1.235383781	1.37092709	2.92862768	0.926424661	2.374754101	1.728722982	2.526026814	2.473559387	2.610120024	2.506078837	1.366579504	2.439370946
FOSB	0.474370735	0.91243628	1.374639604	0.56440861	0.871424825	0.68609597	0.329260434	0.416278601	0.474458986	0.683043186	0.39244335	0.643423424	0.563345016
IGFBP3	1.289486048	0.392370498	0.059267387	0.455390076	0.7604109	0.57784575	0.14232035	0.395690274	0.23127461	0.944033544	1.277641329	0.534108457	0.067659541
ABI3BP	0.263430078	0.21594019	0.006745903	0.211477274	0.977136393	0.0465616	0.314679111	0.052790681	0.011191611	0.024477862	0.011178647	0.511732532	0.028723732
RGS2	0.011311866	0.200684821	0.897909891	0.039755872	0.031690821	0.155015812	0.019509438	0.015174329	0.040265827	0.129987258	0.071231034	0.122943702	0.040869328
HECW2	0.008344696	0.02629261	0.016609635	0.002637758	0.846466256	0.001297675	0.001994101	0.004477105	0.003973964	0.006650991	0.000911022	0.000593888	0.235896339
DLC1	0.133428787	1.060521865	0.019090904	0.077673064	1.296422252	0.047223094	0.066232395	0.050424361	0.078562104	0.034507591	0.01036562	0.223867749	0.743759016
PDGFD	0.077273912	0.0614975	0.052993726	0.0523412	0.882709034	0.037941475	0.038498002	0.040392439	0.013058534	0.051599116	0.018158487	0.287226753	0.151341215
ATOX1	1.056457865	1.052408475	0.864688967	1.2704008	1.129443918	1.209144595	1.991118727	1.120138405	1.522227691	1.156944186	1.202277682	1.399144099	1.651197259
BDH2	0.786210177	0.525630375	0.140841468	0.847423211	0.422994244	0.679164398	1.454433305	0.755797374	0.682572184	0.746470301	0.721810304	0.840450007	0.408260781
ACTN1	0.27780451	1.072832472	0.166974963	0.472740146	0.393115468	0.127270773	0.289833937	0.151990592	0.080768026	0.228122898	0.168333106	0.734142979	0.04945184
SPOCK2	1.012845329	0.021240934	0.525983779	0.140756388	0.06063125	0.011612223	0.099741113	0.03562052	0.006405436	0.013381918	0.00541455	1.310021317	2.651752731
AGMAT	0.039520045	0.025168722	0.029250408	0.014184677	0.019518446	0.023922779	0.856893621	0.018458688	0.025124546	0.019852242	0.02007521	0.021425705	0
XAF1	0.060795897	0.174561204	0.291807845	0.068892049	0.920652621	0.037459	0.047152443	0.028354215	0.012008456	0.017895764	0.008975535	0.165368455	0.194420529
TNS1	0.547515608	1.347560946	0.056279458	0.523671119	0.746576792	0.368141156	0.645739546	0.63734489	0.321518748	0.440603185	0.567286357	1.038981394	0.200066971
JAM2	0.010654932	0.050591687	0.012733899	0.005772312	0.840818236	0.003334944	0.005559848	0.005415572	0.002260216	0.004472791	0.002910985	0.035940012	0.029677453
ADI1	0.603420294	0.978959108	0.491033699	1.05662886	0.451905127	1.02898122	1.771304972	1.106146797	1.270211125	0.991116124	1.083824892	0.631689149	0.982111013
MPC1	0.971217077	0.755003745	0.464963243	1.111528142	0.424716626	1.24431358	0.84459845	1.840601657	1.609240199	1.231003732	1.630669171	0.541127643	0.733945697
PARD6G	0.017642893	0.108363413	0.007208023	0.024074347	0.023025829	0.020092281	0.053825578	0.016587543	0.016779967	0.030405736	0.026624733	0.102960009	0.861529495
MFSD4A	0.122351955	0.090983516	0.02125998	0.526238351	0.046051375	0.083810433	0.049281157	1.004861615	0.134178747	0.247562721	0.800287199	0.044394864	0.060337891
SUCNR1	0.083894255	0.223442375	0.061803461	1.252062434	0.02618255	0.236247474	0.354389081	0.974272341	0.132372552	0.595999541	0.211776822	0.0300075	0.068284648
SLC22A12	0.026646612	0.028020778	0.014281749	0.015078804	0.026931603	0.036720811	0.850916632	0.014152808	0.014518166	0.015308114	0.023179449	0.044014683	0
ARPC3	1.240915436	1.070002835	2.032822415	1.392374547	1.154914694	1.20454363	1.294240381	0.981024726	1.368352817	1.195240832	1.027872713	1.279539019	1.195723485
XIST	2.042123543	1.341101055	0.893914724	1.409130783	1.586211039	1.284934694	0.914772799	1.325030971	1.20419866	1.303426201	1.45271507	1.429989527	1.475338517
MEF2A	0.597076607	0.600951018	0.559091111	0.495622392	1.306845341	0.499584659	0.351797698	0.504342424	0.461808251	0.456368679	0.545303357	0.537890591	0.490066483
RGCC	0.010897452	1.29224111	0.591064809	0.033794558	1.909740336	0.068289029	0.017311008	0.016447446	0.42300825	0.026329514	0.024349819	0.044382933	0.088013121
RPLP1	3.60576725	3.499144485	4.233661989	3.441452993	3.135833395	3.191194785	3.618250036	3.173769336	3.768625026	3.282168019	3.148341115	3.59677434	2.803556089
WT1	0.008517621	0.055075439	0.001259536	0.00236988	0.005543444	0.003434479	0.032242303	0.000721434	0.000170723	0.001333074	0.001385163	0.84703012	1.640668773
FOXS1	0.004314049	0.834097053	0.002248788	0.00167369	0.048542447	0.001867185	0.008874975	0.002572997	0.001403237	0.00058349	0.000858325	0.092621195	0.011233845
DOCK5	0.13895265	0.141961697	0.219259978	0.16397152	0.0799535	0.162563519	0.096944093	0.081542453	0.147430838	0.115993408	0.061663669	0.201280502	0.954986973
ARHGAP18	0.372836242	0.173737292	0.342101699	0.416606989	0.474893626	0.459095465	0.204061189	0.54666335	1.204270032	0.322129646	0.38561132	0.211918522	0.407613273
ZNRF3	0.306506015	0.093083502	0.010348163	0.275556572	0.052972789	0.171903402	0.178072461	0.271394124	0.239822947	0.150751914	0.179780822	0.273924758	0.999664844
SELENOM	1.039438483	1.835759946	0.432735904	1.193260512	1.207567778	1.276617824	0.769559074	0.8395443	1.366793189	1.435260518	1.410038973	1.578380342	0.78462206
PARM1	0.03007698	0.927616769	0.037401906	0.012642968	0.036294895	0.205911897	0.189780932	0.015361107	0.05814855	0.269380649	0.046510892	0.014113727	0.054414238
SLC16A12	0.326119898	0.144198375	0.022895066	0.599398587	0.024069448	0.103797226	0.623509839	1.131215253	0.077478202	0.045606749	0.105352659	0.291652871	0.060128009
S100A13	2.116241558	0.808301931	0.112626278	2.005331881	1.183488832	1.412497561	1.48465541	1.049057986	1.521539425	1.406341033	1.077391118	2.15443259	1.344994946
FLT4	0.014920637	0.004142856	0.0039673	0.002423394	0.826263038	0.002920772	0.004037383	0.001845983	0.004509811	0.002260959	0.001765181	0.016359402	0.291321493
PERP	1.436009156	0.218946872	0.113190566	1.129991034	0.064003357	0.876847809	0.540530061	0.651648153	0.753106996	0.810841974	0.699728276	0.958287007	0.749648658
SEMA3G	0.007465787	0.064719942	0.003314388	0.003582005	0.833280983	0.005854575	0.003301061	0.00408969	0.005945898	0.003562482	0.004477719	0.024567487	1.238601564
MAL	1.829880151	0.620785544	0.313813137	2.635766698	0.130243293	2.418738553	0.933852574	2.301539557	2.532545752	2.405439369	2.313125759	1.338214822	0.356239366
UBA52	2.14558453	2.026913538	2.882493831	2.079450912	1.946798109	1.88219835	2.282857803	1.804388621	2.391245113	1.947779336	1.835114626	2.21401315	1.697374495
RPS27L	1.388846744	1.464261004	1.147926394	1.480041618	1.074182478	1.186702568	2.070837333	1.159563586	1.467617651	1.349929052	1.271557672	1.571719443	1.213251883
IFITM3	1.612069558	2.489402025	1.149826751	1.997505615	3.092525755	1.2545415	1.41501336	1.169306998	1.191249595	1.531101251	1.110702506	2.872560394	2.476032803
FOXC1	1.040768654	0.226779222	0.018454667	0.471863566	0.32258472	0.030528326	0.252208078	0.382014204	0.010454951	0.023262632	0.026827356	0.876725727	1.730972508
IRX2	0.366784846	0.08204476	0.014806522	1.064547569	0.017990881	0.06380616	0.020827608	0.863522029	0.016646431	0.036225437	0.0639347	0.018303105	0.017039395
CFD	0.149259414	1.137127291	0.928113899	0.058477999	0.010102229	0.050791255	0.051579516	0.031093207	0.067286326	0.070099114	0.033758849	0.100219666	0.077011786
ATP1B2	0.00855221	0.938650896	0.006295128	0.069213227	0.018450787	0.102809313	0.006310141	0.259577227	0.070112836	0.306719508	0.621478438	0.013069711	0.080289881
MFAP4	0	0.816798573	0.004375627	0.002144866	0.027484704	0.000558842	0.004057828	0.001212788	0.000322545	0.004464267	0.000673404	0.057633419	0.129618311
SERPINA5	0.06661645	0.176991778	0.037384483	0.84220611	0.048182748	0.600354611	0.095300318	1.40316518	0.485648473	1.206552818	2.050381656	0.047234248	0.190248123
SOD2	1.080744791	0.723922418	0.650413249	1.292071058	0.503545597	0.983915882	1.733099547	0.922301632	0.847428717	1.343569394	0.93684397	1.487403752	0.465853238
CD59	1.353675171	1.216205343	0.297056733	2.180366556	2.163051935	1.157505576	1.158541675	1.666814843	1.570167528	1.301593879	1.563469484	1.617749181	1.756317752
RPS15	3.252577517	2.976088188	3.729987479	2.836769803	2.747060272	2.795287178	3.143551941	2.644249868	3.245827123	2.762821203	2.707594827	3.175722706	2.541911556
LMOD1	0	0.80920075	0.000819336	0.001002655	0.002433856	0.001723298	0.003074477	0.001016851	0.001433641	0.001251576	0.00222589	0.220835202	0.017895582
NIT2	0.627799041	0.424259294	0.290775465	0.383730227	0.166403245	0.428849611	1.152193622	0.317147385	0.417914523	0.377234736	0.275852982	0.599442862	0.369290878
RAP1GAP	0.440927721	0.149717607	0.019043269	0.569918157	0.029029341	0.404554285	0.191439358	1.123072201	0.836570191	0.42754403	0.481959637	0.701309858	0.063071173
NCOA7	0.552844127	0.243554016	0.381674926	0.756920807	1.317321541	0.429265559	0.564820206	0.548856287	0.787954296	0.312799881	0.159201939	0.405930826	0.285441627
PFKFB3	1.123879259	0.122610638	0.109215137	0.351391342	0.100090624	0.962271426	0.070755836	0.257060844	0.226185636	0.685691499	0.068536741	0.118586281	0.053502291
SYNGR1	1.158049147	0.299123242	0.148163907	0.593701039	0.096991136	0.386553891	0.295357213	0.505062071	0.267733246	0.461106702	0.494422999	0.781214148	0.040624508
PDLIM7	0.237209229	1.001115003	0.129984231	0.368635204	0.43404604	0.096707087	0.224570951	0.117233854	0.098662528	0.228161401	0.158730465	0.497242612	0.608781556
PTPN6	0.123241	0.043133536	0.913764354	0.161133468	0.118290735	0.118431973	0.103111651	0.113218962	0.105432821	0.130194025	0.114017512	0.103225274	0.129013842
MYL6	2.699586992	3.330012014	2.486572765	2.693181205	2.634756531	2.492754368	2.677464559	2.220869621	2.497827512	2.55431987	2.350818748	2.956929923	2.843711497
APLN	0.007293042	0.002467594	0.000389469	0.003455898	0.212251894	0.003430505	0.006125527	0.007028061	0.003208507	0.000884334	0.011404168	0.029842197	0.820139182
ROCK1	0.412219533	1.203433888	0.572946596	0.401066512	0.725603319	0.346738743	0.296147779	0.338297287	0.316746432	0.326820542	0.297355169	0.427783289	0.781681331
GRB14	0.41151509	0.058506308	0.021727343	0.503362758	0.023521638	0.372703374	0.182635215	0.505994392	1.102775753	0.310696421	0.749999245	0.19981984	0.038308043
SLC13A3	0.003453047	0.017451834	0.011872164	0.012692153	0.018256714	0.02883855	0.811651682	0.012940645	0.012899807	0.017681572	0.016838605	0.02419868	0
QKI	0.623307221	0.58855761	0.554513257	0.565673176	1.322235547	0.444525475	0.458281532	0.629520079	0.406305742	0.47761005	0.560983346	0.762709141	1.152574728
SERINC3	0.609218219	0.711477312	0.413890024	0.645771259	1.268298629	0.460724783	0.338493881	0.541802909	0.473694576	0.457325414	0.494893476	0.608299621	1.186977116
ADAMTS12	0.003860699	0.015823495	0.000451405	0.001387233	0.001353915	0.00015097	0.017535471	0.000960933	0	0.001275042	0.000138189	0.027191498	0.005746059
JAG2	0.046940582	0.075241097	0.022344883	0.072450483	0.832785325	0.028497673	0.019801388	0.061712286	0.041495137	0.031598799	0.036089169	0.036767743	0.035279632
NAPSA	1.145405878	0.04392807	0.026674255	0.466802786	0.027574661	0.089548952	0.881272227	0.100949932	0.027568527	0.064160346	0.032097642	0.453617257	0.009264529
PPM1F	0.101093288	0.1346175	0.148591545	0.077147544	0.879800895	0.070636961	0.074621254	0.073098633	0.043820797	0.074654203	0.073336058	0.082157256	0.162801149
RPL27	2.140309256	2.163600327	2.792772639	1.906573556	1.955179308	1.818155231	2.206388586	1.721273936	2.353677486	1.842997305	1.756371435	2.107580828	1.686912022
RPL37	2.754000688	2.46829536	3.330551246	2.433252028	2.432020416	2.364642338	2.749337461	2.302811043	2.938604941	2.400748815	2.25319588	2.677687123	1.983590936
QDPR	0.294288566	0.253865816	0.152390749	0.230684038	0.145353633	0.372330832	1.050187157	0.242506153	0.382276155	0.306812065	0.302640045	0.260431206	0.365308367
FMN2	0.002361138	0.00968908	0.000388301	0.000486689	0.007573227	0.000245024	0.000882627	0	0.000213133	0.000966938	0.001608754	0.06509762	0.793046451
AKR1C1	1.13892155	0.185338448	0.01317331	0.722638665	0.061340092	0.164067234	0.726675718	0.136159394	0.33983956	0.098532265	0.038893026	0.18700757	0.01683002
CFL1	1.604617878	1.835600377	2.531568333	1.866213878	1.853508723	1.744091703	1.84004844	1.441166561	1.877228299	1.751299437	1.52335117	1.816120455	1.76854329
NPY1R	0.056276336	0.922224097	0.007289154	0.096449371	0.689697262	0.03026019	0.015563861	0.191047094	0.011348891	0.015586216	0.25410382	0.020202282	0.044886606
LMNA	0.977029088	1.612333457	0.244134575	1.163608856	1.334350759	0.797617553	0.794932933	0.786790798	0.594442713	0.937017481	0.869161785	1.291506297	1.193547678
EVL	0.282680533	0.340778284	1.025935659	0.246398857	0.285325619	0.256108646	0.183950984	0.24050407	0.218842779	0.265989648	0.23178463	0.277353579	0.599854852
DOCK6	0.125922314	0.235813397	0.009211932	0.156563139	0.887497775	0.156085499	0.053950933	0.113753457	0.114876306	0.14159162	0.13260243	0.125426808	0.060169841
IFI16	0.121647069	0.573532526	1.08959252	0.178969958	1.29105783	0.082717847	0.17621712	0.046023803	0.033660687	0.075461211	0.0652126	0.611954154	0.233304114
C1R	0.111536307	0.88882444	0.006394662	0.168241495	0.200775757	0.056529501	0.162351751	0.042901707	0.010502385	0.097347215	0.032446819	0.838939993	0.974625406
CELF2	0.07321545	0.081386723	0.876034519	0.079890166	0.159649972	0.087292732	0.065043213	0.021811689	0.35582278	0.038310803	0.017735852	0.21755476	0.010340957
IDH2	0.403670503	0.398782675	0.496274106	0.814290213	0.344261582	0.886802134	0.606915656	1.593540554	1.326236437	1.050940559	1.699779028	0.226645912	0.247725839
GCHFR	0.278967883	0.084653619	0.370605354	0.475794717	0.079540021	0.25040516	1.078652934	0.271897123	0.369379662	0.23474907	0.32377211	0.351883005	0.187776964
SELENOW	0.977158064	1.827143809	0.961022033	1.360196438	1.228660316	0.711077353	1.023778368	0.93317512	1.302738598	1.062780011	1.230094193	0.864807513	0.929593019
KIF12	1.54395087	0.172996344	0.043745079	1.14018522	0.056068243	0.916565266	0.84116284	1.017015795	0.701637783	0.879246783	0.748564301	1.002206645	0.102495419
NT5DC2	0.169430546	0.957091283	0.053921293	0.264454145	0.081634875	0.249733845	0.117166278	0.298542222	0.090850251	0.233737439	0.178699018	0.16370918	0.081012369
GPX4	1.777465016	1.614024712	1.705003042	1.945154397	1.35591474	1.957673871	2.61334442	1.787466136	2.161715559	2.000790939	1.875222807	2.06093169	1.4757199
PARVA	0.258094631	0.400464468	0.010990091	0.336057635	0.352857039	0.258731138	0.232109873	0.251501852	0.279341302	0.269866557	0.28889595	0.400661825	1.023054058
UCP2	0.066712743	0.061781523	0.973896217	0.216748059	0.013988623	0.555624333	0.042162082	0.112436437	0.314689937	0.339988807	0.139244679	0.049861983	0.04268175
UBA2	0.318267209	1.056789588	0.319035815	0.290819517	0.350422904	0.270895763	0.225273867	0.26081384	0.289211423	0.287266151	0.268247699	0.26611933	0.396376286
FUOM	0.183183098	0.114323771	0.381898383	0.089073883	0.18189463	0.062225507	0.927107435	0.038728748	0.086667504	0.094363877	0.036540615	0.301935225	0.36959406
GJA1	0.217476227	0.062846106	0.004434491	0.236002242	0.82685202	0.002147126	0.051301681	0.016170953	0.002870842	0.009940812	0.001780974	0.207473311	0.811059679
GLUL	0.700129775	0.779740613	0.702729311	0.767206042	1.430528899	0.638886269	0.511235965	0.612250179	0.924069958	0.623187802	0.557946229	1.144994436	1.273283164
STAB1	0.01026907	0.036434437	0.589882722	0.008687827	0.899341857	0.013040562	0.012640545	0.006140448	0.004855004	0.00831419	0.010347574	0.002428739	0.043925779
CDH1	0.639637928	0.111829906	0.024647184	0.592971098	0.021057726	1.168641071	0.213868041	0.456960554	0.892539211	1.046603198	0.369142286	0.763304177	0.076724583
LDHA	1.235844821	1.228378799	1.095123193	1.994668477	1.20450472	1.408756738	1.136396778	1.130719694	1.602432499	1.290143202	1.155534547	1.311489262	0.995164433
MFSD6	0.100392506	0.132168974	0.101542182	0.158915597	0.21664658	0.183343434	0.052593992	0.096000725	0.14413338	0.158243442	0.085521874	0.155650024	0.891112859
ABCC9	0.014889537	0.784073132	0.002057089	0.004063671	0.012444453	0.011752823	0.026324155	0.003558202	0.004342239	0.0062143	0.005414781	0.043831769	0
FBLN2	0.03951434	0.134113991	0.006365928	0.253797791	0.807993311	0.00491964	0.016768573	0.013956552	0.001650005	0.005497663	0.005637262	0.044713093	0
LPP	0.672431531	1.4747964	0.307875995	0.684664696	1.079047133	0.786587463	0.822725083	0.575581508	0.685439249	0.720550594	0.6149017	0.954676521	0.713669044
JAG1	1.209293305	1.413302691	0.032639813	0.348216372	0.903655074	0.480096697	0.192914729	0.493412549	0.309881963	0.400251242	0.571351617	0.54057315	0.041801724
EHHADH	0.124195549	0.078125444	0.026951253	0.097006155	0.09178934	0.241807905	0.897350701	0.163018855	0.099780963	0.186079938	0.106706249	0.175537621	0.064726155
SH2D3C	0.000140841	0.078271622	0.203376594	0.002967676	0.808406267	0.008688762	0.005548353	0.00312873	0.003612176	0.006215358	0.003318696	0.001884695	0.053334813
PIGQ	0.352270168	0.213136878	0.090714012	0.454191986	0.254314726	1.136714243	0.29216977	0.416429198	0.538669687	0.883375255	0.527926997	0.336411349	0.340674998
L1CAM	0.078602951	0.039842381	0.011747541	0.262966013	0.022887923	0.884121004	0.020069516	0.062748278	0.122426615	0.749088272	0.158267932	0.03098777	0.007208856
GSTM3	1.110877061	0.919930587	0.12662368	1.233016682	0.229656896	1.862027166	0.316817222	1.5916101	0.943552152	1.920762423	2.212129994	0.471923609	0.499999967
